Região,UF,Município / DSEI,Cód. IBGE,Perfil município
Nordeste,MA,Centro Novo do Maranhão,210317,Perfil 7 - Extrema Pobreza
Nordeste,MA,Chapadinha,210320,Perfil 7 - Extrema Pobreza
Nordeste,MA,Cidelândia,210325,Perfil 4 - Grupo I do PAB
Nordeste,MA,Codó,210330,Perfil 5 - G100
Nordeste,MA,Coelho Neto,210340,Perfil 7 - Extrema Pobreza
Nordeste,MA,Colinas,210350,Perfil 7 - Extrema Pobreza
Nordeste,MA,Conceição do Lago-Açu,210355,Perfil 7 - Extrema Pobreza
Nordeste,MA,Coroatá,210360,Perfil 7 - Extrema Pobreza
Nordeste,MA,Cururupu,210370,Perfil 7 - Extrema Pobreza
Nordeste,MA,Davinópolis,210375,Perfil 3 - Capitais e RM
Nordeste,MA,DISTRITO SANITARIO ESPECIAL INDIGENA MARANHAO,211130,Perfil 8 - Saúde Indígena
Nordeste,MA,Dom Pedro,210380,Perfil 4 - Grupo I do PAB
Nordeste,MA,Duque Bacelar,210390,Perfil 7 - Extrema Pobreza
Nordeste,MA,Esperantinópolis,210400,Perfil 7 - Extrema Pobreza
Nordeste,MA,Estreito,210405,Perfil 4 - Grupo I do PAB
Nordeste,MA,Feira Nova do Maranhão,210407,Perfil 7 - Extrema Pobreza
Nordeste,MA,Fernando Falcão,210408,Perfil 7 - Extrema Pobreza
Nordeste,MA,Formosa da Serra Negra,210409,Perfil 7 - Extrema Pobreza
Nordeste,MA,Fortaleza dos Nogueiras,210410,Perfil 7 - Extrema Pobreza
Nordeste,MA,Fortuna,210420,Perfil 7 - Extrema Pobreza
Nordeste,MA,Godofredo Viana,210430,Perfil 7 - Extrema Pobreza
Nordeste,MA,Gonçalves Dias,210440,Perfil 7 - Extrema Pobreza
Nordeste,MA,Governador Archer,210450,Perfil 7 - Extrema Pobreza
Nordeste,MA,Governador Edison Lobão,210455,Perfil 3 - Capitais e RM
Nordeste,MA,Governador Eugênio Barros,210460,Perfil 7 - Extrema Pobreza
Nordeste,MA,Governador Luiz Rocha,210462,Perfil 7 - Extrema Pobreza
Nordeste,MA,Governador Newton Bello,210465,Perfil 7 - Extrema Pobreza
Nordeste,MA,Governador Nunes Freire,210467,Perfil 7 - Extrema Pobreza
Nordeste,MA,Graça Aranha,210470,Perfil 7 - Extrema Pobreza
Nordeste,MA,Grajaú,210480,Perfil 7 - Extrema Pobreza
Nordeste,MA,Guimarães,210490,Perfil 7 - Extrema Pobreza
Nordeste,MA,Humberto de Campos,210500,Perfil 7 - Extrema Pobreza
Nordeste,MA,Icatu,210510,Perfil 7 - Extrema Pobreza
Nordeste,MA,Igarapé do Meio,210515,Perfil 7 - Extrema Pobreza
Nordeste,MA,Igarapé Grande,210520,Perfil 7 - Extrema Pobreza
Nordeste,MA,Imperatriz,210530,Perfil 3 - Capitais e RM
Nordeste,MA,Itaipava do Grajaú,210535,Perfil 7 - Extrema Pobreza
Nordeste,MA,Itapecuru Mirim,210540,Perfil 7 - Extrema Pobreza
Nordeste,MA,Itinga do Maranhão,210542,Perfil 7 - Extrema Pobreza
Nordeste,MA,Jatobá,210545,Perfil 7 - Extrema Pobreza
Nordeste,MA,Jenipapo dos Vieiras,210547,Perfil 7 - Extrema Pobreza
Nordeste,MA,João Lisboa,210550,Perfil 3 - Capitais e RM
Nordeste,MA,Joselândia,210560,Perfil 7 - Extrema Pobreza
Nordeste,MA,Junco do Maranhão,210565,Perfil 7 - Extrema Pobreza
Nordeste,MA,Lago da Pedra,210570,Perfil 7 - Extrema Pobreza
Nordeste,MA,Lago do Junco,210580,Perfil 7 - Extrema Pobreza
Nordeste,MA,Lago dos Rodrigues,210594,Perfil 7 - Extrema Pobreza
Nordeste,MA,Lago Verde,210590,Perfil 7 - Extrema Pobreza
Nordeste,MA,Lagoa do Mato,210592,Perfil 7 - Extrema Pobreza
Nordeste,MA,Lagoa Grande do Maranhão,210596,Perfil 7 - Extrema Pobreza
Nordeste,MA,Lajeado Novo,210598,Perfil 7 - Extrema Pobreza
Nordeste,MA,Lima Campos,210600,Perfil 7 - Extrema Pobreza
Nordeste,MA,Loreto,210610,Perfil 7 - Extrema Pobreza
Nordeste,MA,Luís Domingues,210620,Perfil 7 - Extrema Pobreza
Nordeste,MA,Magalhães de Almeida,210630,Perfil 7 - Extrema Pobreza
Nordeste,MA,Maracaçumé,210632,Perfil 7 - Extrema Pobreza
Nordeste,MA,Marajá do Sena,210635,Perfil 7 - Extrema Pobreza
Nordeste,MA,Maranhãozinho,210637,Perfil 7 - Extrema Pobreza
Nordeste,MA,Mata Roma,210640,Perfil 7 - Extrema Pobreza
Nordeste,MA,Matinha,210650,Perfil 7 - Extrema Pobreza
Nordeste,MA,Matões,210660,Perfil 7 - Extrema Pobreza
Nordeste,MA,Matões do Norte,210663,Perfil 7 - Extrema Pobreza
Nordeste,MA,Milagres do Maranhão,210667,Perfil 7 - Extrema Pobreza
Nordeste,MA,Mirador,210670,Perfil 7 - Extrema Pobreza
Nordeste,MA,Miranda do Norte,210675,Perfil 4 - Grupo I do PAB
Nordeste,MA,Mirinzal,210680,Perfil 7 - Extrema Pobreza
Nordeste,MA,Monção,210690,Perfil 7 - Extrema Pobreza
Nordeste,MA,Montes Altos,210700,Perfil 7 - Extrema Pobreza
Nordeste,MA,Morros,210710,Perfil 7 - Extrema Pobreza
Nordeste,MA,Nina Rodrigues,210720,Perfil 7 - Extrema Pobreza
Nordeste,MA,Nova Colinas,210725,Perfil 7 - Extrema Pobreza
Nordeste,MA,Nova Iorque,210730,Perfil 7 - Extrema Pobreza
Nordeste,MA,Nova Olinda do Maranhão,210735,Perfil 7 - Extrema Pobreza
Nordeste,MA,Olho d'Água das Cunhãs,210740,Perfil 7 - Extrema Pobreza
Nordeste,MA,Olinda Nova do Maranhão,210745,Perfil 7 - Extrema Pobreza
Nordeste,MA,Paço do Lumiar,210750,Perfil 5 - G100
Nordeste,MA,Palmeirândia,210760,Perfil 7 - Extrema Pobreza
Nordeste,MA,Paraibano,210770,Perfil 7 - Extrema Pobreza
Nordeste,MA,Parnarama,210780,Perfil 7 - Extrema Pobreza
Nordeste,MA,Passagem Franca,210790,Perfil 7 - Extrema Pobreza
Nordeste,MA,Pastos Bons,210800,Perfil 7 - Extrema Pobreza
Nordeste,MA,Paulino Neves,210805,Perfil 7 - Extrema Pobreza
Nordeste,MA,Paulo Ramos,210810,Perfil 7 - Extrema Pobreza
Nordeste,MA,Pedreiras,210820,Perfil 4 - Grupo I do PAB
Nordeste,MA,Pedro do Rosário,210825,Perfil 7 - Extrema Pobreza
Nordeste,MA,Penalva,210830,Perfil 7 - Extrema Pobreza
Nordeste,MA,Peri Mirim,210840,Perfil 7 - Extrema Pobreza
Nordeste,MA,Peritoró,210845,Perfil 7 - Extrema Pobreza
Nordeste,MA,Pindaré-Mirim,210850,Perfil 7 - Extrema Pobreza
Nordeste,MA,Pinheiro,210860,Perfil 7 - Extrema Pobreza
Nordeste,MA,Pio XII,210870,Perfil 7 - Extrema Pobreza
Nordeste,MA,Pirapemas,210880,Perfil 7 - Extrema Pobreza
Nordeste,MA,Poção de Pedras,210890,Perfil 7 - Extrema Pobreza
Nordeste,MA,Porto Franco,210900,Perfil 4 - Grupo I do PAB
Nordeste,MA,Porto Rico do Maranhão,210905,Perfil 7 - Extrema Pobreza
Nordeste,MA,Presidente Dutra,210910,Perfil 4 - Grupo I do PAB
Nordeste,MA,Presidente Juscelino,210920,Perfil 7 - Extrema Pobreza
Nordeste,MA,Presidente Médici,210923,Perfil 7 - Extrema Pobreza
Nordeste,MA,Presidente Sarney,210927,Perfil 7 - Extrema Pobreza
Nordeste,MA,Presidente Vargas,210930,Perfil 7 - Extrema Pobreza
Nordeste,MA,Primeira Cruz,210940,Perfil 7 - Extrema Pobreza
Nordeste,MA,Raposa,210945,Perfil 3 - Capitais e RM
Nordeste,MA,Riachão,210950,Perfil 7 - Extrema Pobreza
Nordeste,MA,Ribamar Fiquene,210955,Perfil 3 - Capitais e RM
Nordeste,MA,Rosário,210960,Perfil 7 - Extrema Pobreza
Nordeste,MA,Sambaíba,210970,Perfil 7 - Extrema Pobreza
Nordeste,MA,Santa Filomena do Maranhão,210975,Perfil 7 - Extrema Pobreza
Nordeste,MA,Santa Helena,210980,Perfil 7 - Extrema Pobreza
Nordeste,MA,Santa Inês,210990,Perfil 2 - Grupo II do PAB
Nordeste,MA,Santa Luzia,211000,Perfil 7 - Extrema Pobreza
Nordeste,MA,Santa Luzia do Paruá,211003,Perfil 6 - Áreas vulneráveis
Nordeste,MA,Santa Quitéria do Maranhão,211010,Perfil 7 - Extrema Pobreza
Nordeste,MA,Santa Rita,211020,Perfil 7 - Extrema Pobreza
Nordeste,MA,Santana do Maranhão,211023,Perfil 7 - Extrema Pobreza
Nordeste,MA,Santo Amaro do Maranhão,211027,Perfil 7 - Extrema Pobreza
Nordeste,MA,Santo Antônio dos Lopes,211030,Perfil 7 - Extrema Pobreza
Nordeste,MA,São Benedito do Rio Preto,211040,Perfil 7 - Extrema Pobreza
Nordeste,MA,São Bento,211050,Perfil 7 - Extrema Pobreza
Nordeste,MA,São Bernardo,211060,Perfil 7 - Extrema Pobreza
Nordeste,MA,São Domingos do Azeitão,211065,Perfil 7 - Extrema Pobreza
Nordeste,MA,São Domingos do Maranhão,211070,Perfil 7 - Extrema Pobreza
Nordeste,MA,São Félix de Balsas,211080,Perfil 7 - Extrema Pobreza
Nordeste,MA,São Francisco do Brejão,211085,Perfil 7 - Extrema Pobreza
Nordeste,MA,São Francisco do Maranhão,211090,Perfil 7 - Extrema Pobreza
Nordeste,MA,São João Batista,211100,Perfil 7 - Extrema Pobreza
Nordeste,MA,São João do Carú,211102,Perfil 7 - Extrema Pobreza
Nordeste,MA,São João do Paraíso,211105,Perfil 7 - Extrema Pobreza
Nordeste,MA,São João do Soter,211107,Perfil 7 - Extrema Pobreza
Nordeste,MA,São João dos Patos,211110,Perfil 4 - Grupo I do PAB
Nordeste,MA,São José de Ribamar,211120,Perfil 5 - G100
Nordeste,MA,São José dos Basílios,211125,Perfil 7 - Extrema Pobreza
Nordeste,MA,São Luís,211130,Perfil 3 - Capitais e RM
Nordeste,MA,São Luís Gonzaga do Maranhão,211140,Perfil 7 - Extrema Pobreza
Nordeste,MA,São Mateus do Maranhão,211150,Perfil 7 - Extrema Pobreza
Nordeste,MA,São Pedro da Água Branca,211153,Perfil 4 - Grupo I do PAB
Nordeste,MA,São Pedro dos Crentes,211157,Perfil 7 - Extrema Pobreza
Nordeste,MA,São Raimundo das Mangabeiras,211160,Perfil 7 - Extrema Pobreza
Nordeste,MA,São Raimundo do Doca Bezerra,211163,Perfil 7 - Extrema Pobreza
Nordeste,MA,São Roberto,211167,Perfil 7 - Extrema Pobreza
Nordeste,MA,São Vicente Ferrer,211170,Perfil 7 - Extrema Pobreza
Nordeste,MA,Satubinha,211172,Perfil 7 - Extrema Pobreza
Nordeste,MA,Senador Alexandre Costa,211174,Perfil 7 - Extrema Pobreza
Nordeste,MA,Senador La Rocque,211176,Perfil 7 - Extrema Pobreza
Nordeste,MA,Serrano do Maranhão,211178,Perfil 7 - Extrema Pobreza
Nordeste,MA,Sítio Novo,211180,Perfil 7 - Extrema Pobreza
Nordeste,MA,Sucupira do Norte,211190,Perfil 7 - Extrema Pobreza
Nordeste,MA,Sucupira do Riachão,211195,Perfil 7 - Extrema Pobreza
Nordeste,MA,Tasso Fragoso,211200,Perfil 7 - Extrema Pobreza
Nordeste,MA,Timbiras,211210,Perfil 7 - Extrema Pobreza
Nordeste,MA,Timon,211220,Perfil 5 - G100
Nordeste,MA,Trizidela do Vale,211223,Perfil 4 - Grupo I do PAB
Nordeste,MA,Tufilândia,211227,Perfil 7 - Extrema Pobreza
Nordeste,MA,Tuntum,211230,Perfil 7 - Extrema Pobreza
Nordeste,MA,Turiaçu,211240,Perfil 7 - Extrema Pobreza
Nordeste,MA,Turilândia,211245,Perfil 7 - Extrema Pobreza
Nordeste,MA,Tutóia,211250,Perfil 7 - Extrema Pobreza
Nordeste,MA,Urbano Santos,211260,Perfil 7 - Extrema Pobreza
Nordeste,MA,Vargem Grande,211270,Perfil 7 - Extrema Pobreza
Nordeste,MA,Viana,211280,Perfil 7 - Extrema Pobreza
Nordeste,MA,Vila Nova dos Martírios,211285,Perfil 6 - Áreas vulneráveis
Nordeste,MA,Vitória do Mearim,211290,Perfil 7 - Extrema Pobreza
Nordeste,MA,Vitorino Freire,211300,Perfil 7 - Extrema Pobreza
Nordeste,MA,Zé Doca,211400,Perfil 7 - Extrema Pobreza
Sudeste,MG,Abadia dos Dourados,310010,Perfil 4 - Grupo I do PAB
Sudeste,MG,Abaeté,310020,Perfil 4 - Grupo I do PAB
Sudeste,MG,Abre Campo,310030,Perfil 4 - Grupo I do PAB
Sudeste,MG,Acaiaca,310040,Perfil 4 - Grupo I do PAB
Sudeste,MG,Açucena,310050,Perfil 3 - Capitais e RM
Sudeste,MG,Água Boa,310060,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Água Comprida,310070,Perfil 4 - Grupo I do PAB
Sudeste,MG,Aguanil,310080,Perfil 4 - Grupo I do PAB
Sudeste,MG,Águas Formosas,310090,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Águas Vermelhas,310100,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Aimorés,310110,Perfil 4 - Grupo I do PAB
Sudeste,MG,Aiuruoca,310120,Perfil 4 - Grupo I do PAB
Sudeste,MG,Alagoa,310130,Perfil 4 - Grupo I do PAB
Sudeste,MG,Albertina,310140,Perfil 2 - Grupo II do PAB
Sudeste,MG,Além Paraíba,310150,Perfil 2 - Grupo II do PAB
Sudeste,MG,Alfenas,310160,Perfil 2 - Grupo II do PAB
Sudeste,MG,Alfredo Vasconcelos,310163,Perfil 4 - Grupo I do PAB
Sudeste,MG,Almenara,310170,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Alpercata,310180,Perfil 4 - Grupo I do PAB
Sudeste,MG,Alpinópolis,310190,Perfil 2 - Grupo II do PAB
Sudeste,MG,Alterosa,310200,Perfil 4 - Grupo I do PAB
Sudeste,MG,Alto Caparaó,310205,Perfil 4 - Grupo I do PAB
Sudeste,MG,Alto Jequitibá,315350,Perfil 4 - Grupo I do PAB
Sudeste,MG,Alto Rio Doce,310210,Perfil 4 - Grupo I do PAB
Sudeste,MG,Alvarenga,310220,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Alvinópolis,310230,Perfil 4 - Grupo I do PAB
Sudeste,MG,Alvorada de Minas,310240,Perfil 7 - Extrema Pobreza
Sudeste,MG,Amparo do Serra,310250,Perfil 4 - Grupo I do PAB
Sudeste,MG,Andradas,310260,Perfil 2 - Grupo II do PAB
Sudeste,MG,Andrelândia,310280,Perfil 4 - Grupo I do PAB
Sudeste,MG,Angelândia,310285,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Antônio Carlos,310290,Perfil 4 - Grupo I do PAB
Sudeste,MG,Antônio Dias,310300,Perfil 3 - Capitais e RM
Sudeste,MG,Antônio Prado de Minas,310310,Perfil 4 - Grupo I do PAB
Sudeste,MG,Araçaí,310320,Perfil 4 - Grupo I do PAB
Sudeste,MG,Aracitaba,310330,Perfil 4 - Grupo I do PAB
Sudeste,MG,Araçuaí,310340,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Araguari,310350,Perfil 1 - Grupos III e IV do PAB
Sudeste,MG,Arantina,310360,Perfil 4 - Grupo I do PAB
Sudeste,MG,Araponga,310370,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Araporã,310375,Perfil 1 - Grupos III e IV do PAB
Sudeste,MG,Arapuá,310380,Perfil 4 - Grupo I do PAB
Sudeste,MG,Araújos,310390,Perfil 2 - Grupo II do PAB
Sudeste,MG,Araxá,310400,Perfil 1 - Grupos III e IV do PAB
Sudeste,MG,Arceburgo,310410,Perfil 2 - Grupo II do PAB
Sudeste,MG,Arcos,310420,Perfil 2 - Grupo II do PAB
Sudeste,MG,Areado,310430,Perfil 2 - Grupo II do PAB
Sudeste,MG,Argirita,310440,Perfil 4 - Grupo I do PAB
Sudeste,MG,Aricanduva,310445,Perfil 7 - Extrema Pobreza
Sudeste,MG,Arinos,310450,Perfil 4 - Grupo I do PAB
Sudeste,MG,Astolfo Dutra,310460,Perfil 2 - Grupo II do PAB
Sudeste,MG,Ataléia,310470,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Augusto de Lima,310480,Perfil 4 - Grupo I do PAB
Sudeste,MG,Baependi,310490,Perfil 4 - Grupo I do PAB
Sudeste,MG,Baldim,310500,Perfil 3 - Capitais e RM
Sudeste,MG,Bambuí,310510,Perfil 4 - Grupo I do PAB
Sudeste,MG,Bandeira,310520,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Bandeira do Sul,310530,Perfil 4 - Grupo I do PAB
Sudeste,MG,Barão de Cocais,310540,Perfil 3 - Capitais e RM
Sudeste,MG,Barão de Monte Alto,310550,Perfil 4 - Grupo I do PAB
Sudeste,MG,Barbacena,310560,Perfil 1 - Grupos III e IV do PAB
Sudeste,MG,Barra Longa,310570,Perfil 4 - Grupo I do PAB
Sudeste,MG,Barroso,310590,Perfil 2 - Grupo II do PAB
Sudeste,MG,Bela Vista de Minas,310600,Perfil 4 - Grupo I do PAB
Sudeste,MG,Belmiro Braga,310610,Perfil 4 - Grupo I do PAB
Sudeste,MG,Belo Horizonte,310620,Perfil 3 - Capitais e RM
Sudeste,MG,Belo Oriente,310630,Perfil 3 - Capitais e RM
Sudeste,MG,Belo Vale,310640,Perfil 3 - Capitais e RM
Sudeste,MG,Berilo,310650,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Berizal,310665,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Bertópolis,310660,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Betim,310670,Perfil 3 - Capitais e RM
Sudeste,MG,Bias Fortes,310680,Perfil 4 - Grupo I do PAB
Sudeste,MG,Bicas,310690,Perfil 4 - Grupo I do PAB
Sudeste,MG,Biquinhas,310700,Perfil 4 - Grupo I do PAB
Sudeste,MG,Boa Esperança,310710,Perfil 4 - Grupo I do PAB
Sudeste,MG,Bocaina de Minas,310720,Perfil 4 - Grupo I do PAB
Sudeste,MG,Bocaiúva,310730,Perfil 4 - Grupo I do PAB
Sudeste,MG,Bom Despacho,310740,Perfil 2 - Grupo II do PAB
Sudeste,MG,Bom Jardim de Minas,310750,Perfil 4 - Grupo I do PAB
Sudeste,MG,Bom Jesus da Penha,310760,Perfil 4 - Grupo I do PAB
Sudeste,MG,Bom Jesus do Amparo,310770,Perfil 4 - Grupo I do PAB
Sudeste,MG,Bom Jesus do Galho,310780,Perfil 4 - Grupo I do PAB
Sudeste,MG,Bom Repouso,310790,Perfil 4 - Grupo I do PAB
Sudeste,MG,Bom Sucesso,310800,Perfil 4 - Grupo I do PAB
Sudeste,MG,Bonfim,310810,Perfil 3 - Capitais e RM
Sudeste,MG,Bonfinópolis de Minas,310820,Perfil 4 - Grupo I do PAB
Sudeste,MG,Bonito de Minas,310825,Perfil 7 - Extrema Pobreza
Sudeste,MG,Borda da Mata,310830,Perfil 4 - Grupo I do PAB
Sudeste,MG,Botelhos,310840,Perfil 4 - Grupo I do PAB
Sudeste,MG,Botumirim,310850,Perfil 7 - Extrema Pobreza
Sudeste,MG,Brás Pires,310870,Perfil 4 - Grupo I do PAB
Sudeste,MG,Brasilândia de Minas,310855,Perfil 4 - Grupo I do PAB
Sudeste,MG,Brasília de Minas,310860,Perfil 4 - Grupo I do PAB
Sudeste,MG,Brasópolis,310890,Perfil 4 - Grupo I do PAB
Sudeste,MG,Braúnas,310880,Perfil 3 - Capitais e RM
Sudeste,MG,Brumadinho,310900,Perfil 3 - Capitais e RM
Sudeste,MG,Bueno Brandão,310910,Perfil 4 - Grupo I do PAB
Sudeste,MG,Buenópolis,310920,Perfil 4 - Grupo I do PAB
Sudeste,MG,Bugre,310925,Perfil 3 - Capitais e RM
Sudeste,MG,Buritis,310930,Perfil 3 - Capitais e RM
Sudeste,MG,Buritizeiro,310940,Perfil 4 - Grupo I do PAB
Sudeste,MG,Cabeceira Grande,310945,Perfil 4 - Grupo I do PAB
Sudeste,MG,Cabo Verde,310950,Perfil 2 - Grupo II do PAB
Sudeste,MG,Cachoeira da Prata,310960,Perfil 4 - Grupo I do PAB
Sudeste,MG,Cachoeira de Minas,310970,Perfil 2 - Grupo II do PAB
Sudeste,MG,Cachoeira de Pajeú,310270,Perfil 7 - Extrema Pobreza
Sudeste,MG,Cachoeira Dourada,310980,Perfil 4 - Grupo I do PAB
Sudeste,MG,Caetanópolis,310990,Perfil 2 - Grupo II do PAB
Sudeste,MG,Caeté,311000,Perfil 3 - Capitais e RM
Sudeste,MG,Caiana,311010,Perfil 4 - Grupo I do PAB
Sudeste,MG,Cajuri,311020,Perfil 4 - Grupo I do PAB
Sudeste,MG,Caldas,311030,Perfil 4 - Grupo I do PAB
Sudeste,MG,Camacho,311040,Perfil 4 - Grupo I do PAB
Sudeste,MG,Camanducaia,311050,Perfil 2 - Grupo II do PAB
Sudeste,MG,Cambuí,311060,Perfil 2 - Grupo II do PAB
Sudeste,MG,Cambuquira,311070,Perfil 4 - Grupo I do PAB
Sudeste,MG,Campanário,311080,Perfil 4 - Grupo I do PAB
Sudeste,MG,Campanha,311090,Perfil 2 - Grupo II do PAB
Sudeste,MG,Campestre,311100,Perfil 2 - Grupo II do PAB
Sudeste,MG,Campina Verde,311110,Perfil 4 - Grupo I do PAB
Sudeste,MG,Campo Azul,311115,Perfil 7 - Extrema Pobreza
Sudeste,MG,Campo Belo,311120,Perfil 2 - Grupo II do PAB
Sudeste,MG,Campo do Meio,311130,Perfil 4 - Grupo I do PAB
Sudeste,MG,Campo Florido,311140,Perfil 4 - Grupo I do PAB
Sudeste,MG,Campos Altos,311150,Perfil 4 - Grupo I do PAB
Sudeste,MG,Campos Gerais,311160,Perfil 4 - Grupo I do PAB
Sudeste,MG,Cana Verde,311190,Perfil 4 - Grupo I do PAB
Sudeste,MG,Canaã,311170,Perfil 4 - Grupo I do PAB
Sudeste,MG,Canápolis,311180,Perfil 4 - Grupo I do PAB
Sudeste,MG,Candeias,311200,Perfil 4 - Grupo I do PAB
Sudeste,MG,Cantagalo,311205,Perfil 4 - Grupo I do PAB
Sudeste,MG,Caparaó,311210,Perfil 4 - Grupo I do PAB
Sudeste,MG,Capela Nova,311220,Perfil 4 - Grupo I do PAB
Sudeste,MG,Capelinha,311230,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Capetinga,311240,Perfil 4 - Grupo I do PAB
Sudeste,MG,Capim Branco,311250,Perfil 3 - Capitais e RM
Sudeste,MG,Capinópolis,311260,Perfil 2 - Grupo II do PAB
Sudeste,MG,Capitão Andrade,311265,Perfil 4 - Grupo I do PAB
Sudeste,MG,Capitão Enéas,311270,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Capitólio,311280,Perfil 4 - Grupo I do PAB
Sudeste,MG,Caputira,311290,Perfil 7 - Extrema Pobreza
Sudeste,MG,Caraí,311300,Perfil 7 - Extrema Pobreza
Sudeste,MG,Caranaíba,311310,Perfil 4 - Grupo I do PAB
Sudeste,MG,Carandaí,311320,Perfil 2 - Grupo II do PAB
Sudeste,MG,Carangola,311330,Perfil 4 - Grupo I do PAB
Sudeste,MG,Caratinga,311340,Perfil 5 - G100
Sudeste,MG,Carbonita,311350,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Careaçu,311360,Perfil 4 - Grupo I do PAB
Sudeste,MG,Carlos Chagas,311370,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Carmésia,311380,Perfil 4 - Grupo I do PAB
Sudeste,MG,Carmo da Cachoeira,311390,Perfil 4 - Grupo I do PAB
Sudeste,MG,Carmo da Mata,311400,Perfil 4 - Grupo I do PAB
Sudeste,MG,Carmo de Minas,311410,Perfil 4 - Grupo I do PAB
Sudeste,MG,Carmo do Cajuru,311420,Perfil 2 - Grupo II do PAB
Sudeste,MG,Carmo do Paranaíba,311430,Perfil 2 - Grupo II do PAB
Sudeste,MG,Carmo do Rio Claro,311440,Perfil 4 - Grupo I do PAB
Sudeste,MG,Carmópolis de Minas,311450,Perfil 2 - Grupo II do PAB
Sudeste,MG,Carneirinho,311455,Perfil 4 - Grupo I do PAB
Sudeste,MG,Carrancas,311460,Perfil 4 - Grupo I do PAB
Sudeste,MG,Carvalhópolis,311470,Perfil 4 - Grupo I do PAB
Sudeste,MG,Carvalhos,311480,Perfil 4 - Grupo I do PAB
Sudeste,MG,Casa Grande,311490,Perfil 4 - Grupo I do PAB
Sudeste,MG,Cascalho Rico,311500,Perfil 4 - Grupo I do PAB
Sudeste,MG,Cássia,311510,Perfil 4 - Grupo I do PAB
Sudeste,MG,Cataguases,311530,Perfil 2 - Grupo II do PAB
Sudeste,MG,Catas Altas,311535,Perfil 1 - Grupos III e IV do PAB
Sudeste,MG,Catas Altas da Noruega,311540,Perfil 4 - Grupo I do PAB
Sudeste,MG,Catuji,311545,Perfil 7 - Extrema Pobreza
Sudeste,MG,Catuti,311547,Perfil 7 - Extrema Pobreza
Sudeste,MG,Caxambu,311550,Perfil 4 - Grupo I do PAB
Sudeste,MG,Cedro do Abaeté,311560,Perfil 4 - Grupo I do PAB
Sudeste,MG,Central de Minas,311570,Perfil 4 - Grupo I do PAB
Sudeste,MG,Centralina,311580,Perfil 4 - Grupo I do PAB
Sudeste,MG,Chácara,311590,Perfil 4 - Grupo I do PAB
Sudeste,MG,Chalé,311600,Perfil 4 - Grupo I do PAB
Sudeste,MG,Chapada do Norte,311610,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Chapada Gaúcha,311615,Perfil 7 - Extrema Pobreza
Sudeste,MG,Chiador,311620,Perfil 4 - Grupo I do PAB
Sudeste,MG,Cipotânea,311630,Perfil 7 - Extrema Pobreza
Sudeste,MG,Claraval,311640,Perfil 4 - Grupo I do PAB
Sudeste,MG,Claro dos Poções,311650,Perfil 4 - Grupo I do PAB
Sudeste,MG,Cláudio,311660,Perfil 2 - Grupo II do PAB
Sudeste,MG,Coimbra,311670,Perfil 4 - Grupo I do PAB
Sudeste,MG,Coluna,311680,Perfil 6 - Áreas vulneráveis
Sudeste,MG,Comendador Gomes,311690,Perfil 4 - Grupo I do PAB
Sudeste,MG,Comercinho,311700,Perfil 7 - Extrema Pobreza
Sudeste,MG,Conceição da Aparecida,311710,Perfil 2 - Grupo II do PAB
Sudeste,MG,Conceição da Barra de Minas,311520,Perfil 4 - Grupo I do PAB
Sudeste,MG,Conceição das Alagoas,311730,Perfil 2 - Grupo II do PAB
Sudeste,MG,Conceição das Pedras,311720,Perfil 4 - Grupo I do PAB
Sudeste,MG,Conceição de Ipanema,311740,Perfil 4 - Grupo I do PAB
Sudeste,MG,Conceição do Mato Dentro,311750,Perfil 4 - Grupo I do PAB
Sudeste,MG,Conceição do Pará,311760,Perfil 2 - Grupo II do PAB
Sudeste,MG,Conceição do Rio Verde,311770,Perfil 4 - Grupo I do PAB
Sudeste,MG,Conceição dos Ouros,311780,Perfil 2 - Grupo II do PAB
Sudeste,MG,Cônego Marinho,311783,Perfil 7 - Extrema Pobreza
Sudeste,MG,Confins,311787,Perfil 3 - Capitais e RM
Sudeste,MG,Congonhal,311790,Perfil 2 - Grupo II do PAB
Sudeste,MG,Congonhas,311800,Perfil 1 - Grupos III e IV do PAB
Sudeste,MG,Congonhas do Norte,311810,Perfil 7 - Extrema Pobreza
Sudeste,MG,Conquista,311820,Perfil 4 - Grupo I do PAB
Sudeste,MG,Conselheiro Lafaiete,311830,Perfil 5 - G100
Sudeste,MG,Conselheiro Pena,311840,Perfil 4 - Grupo I do PAB
